2094.053 2998.748 3225.2238769531 0.01201504 0.9999279
2063.083 2999.204 3256.1974601746 0.0192073 0.9998155
2032.366 2999.933 3286.9230117798 -0.0151453 0.9998853
1997.563 2998.212 3321.7683792114 -0.06530881 0.9978652
1963.766 2995.443 3355.6786231995 -0.06276703 0.9980282
1929 2993.9 3390.4790802002 -0.06750417 0.9977191
1898.1 2991 3421.514881134 -0.1194509 0.9928401
1864.891 2986.187 3455.0711021423 -0.1654203 0.9862232
1830.363 2979.638 3490.2141685486 -0.1499853 0.9886882
1792.705 2975.236 3528.1288223267 -0.09902501 0.995085
1752.6 2971.9 3568.3723258972 -0.1009978 0.9948867
1716.5 2967.5 3604.7394447327 -0.1416101 0.9899225
1679.2 2961.4 3642.5350112915 -0.1572973 0.9875513
1644.3 2956 3677.8501930237 -0.1282835 0.9917377
1598.8 2951 3723.6240921021 -0.1229882 0.9924082
1538.467 2942.884 3784.5001335144 -0.08315027 0.996537
1481.088 2941.178 3841.9045181274 -0.02094829 0.9997806
1428.893 2940.588 3894.1032867432 0.0007269979 0.9999998
1385.381 2941.248 3937.6204910278 0.03085208 0.999524
1323.206 2943.851 3999.8499946594 0.08081907 0.9967288
1273.241 2950.341 4050.2345695496 0.1000831 0.9949791
1224.223 2953.807 4099.3753051758 0.03130078 0.99951
1163.645 2953.773 4159.9530754089 -0.02042937 0.9997913
1127.181 2951.824 4196.4688453674 -0.09344053 0.9956249
1076.317 2945.577 4247.7150802612 -0.1865232 0.9824507
1010.781 2929.725 4315.1410140991 -0.258821 0.9659254
957.2896 2913.683 4370.9859809876 -0.2463995 0.9691684
920.5009 2906.772 4408.4182281494 -0.1343836 0.9909295
872.5331 2902.189 4456.6044044495 -0.06716657 0.9977418
809.5 2899.3 4519.7037239075 -0.00617373 0.9999809
760.9 2901.5 4568.3534660339 0.03776932 0.9992865
709.4828 2903.08 4619.794921875 -0.006520033 0.9999787
651.4912 2900.787 4677.831905365 -0.05208302 0.9986428
614.2916 2898.116 4715.1273117065 -0.1316625 0.9912946
562.6884 2888.992 4767.5308876038 -0.2052449 0.9787107
512.8154 2876.835 4818.8641242981 -0.274142 0.9616892
471.6826 2863.05 4862.2455978394 -0.3464711 0.9380608
418.5 2842 4919.4423484802 -0.4432236 0.8964111
383.2 2819.3 4961.4111099243 -0.6158115 0.7878937
345.7 2785.1 5012.1643104553 -0.7330205 0.6802067
308.5 2738.8 5071.5573692322 -0.8330534 0.5531927
277.9 2683 5135.1970252991 -0.8918767 0.4522787
255 2633.3 5189.919002533 -0.9280702 0.3724052
237.3182 2581.866 5244.3072853088 -0.9449031 0.32735
220.1718 2532.768 5296.313785553 -0.9477751 0.3189399
203.0656 2480.08 5351.708896637 -0.9582791 0.2858341
188.2281 2425.674 5408.1016273499 -0.9688905 0.2474897
178.6 2384.3 5450.5811462402 -0.9826933 0.1852403
171.2963 2335.852 5499.5768165588 -0.9924971 0.122268
167.1821 2291.617 5544.0028381348 -0.9977285 0.06736647
165 2242.6 5593.0679893494 -0.9988278 0.04840581
162.4873 2194.741 5640.9927940369 -0.9994211 0.03402611
161.6546 2144.339 5691.4015274048 -0.9999855 -0.005401879
163.0776 2085.463 5750.2951850891 -0.9969574 -0.07795043
169.5 2044 5792.2525367737 -0.9848059 -0.1736591
179.4 1992.9 5844.3026885986 -0.973924 -0.2268747
192.8806 1943.632 5895.3813705444 -0.9388913 -0.3442138
215.982 1893.118 5950.9279098511 -0.9058797 -0.4235349
234.9113 1853.735 5994.623714447 -0.9034821 -0.4286261
259.606 1801.164 6052.7054100037 -0.9147444 -0.4040332
281.9393 1747.262 6111.0514755249 -0.9286604 -0.3709309
302.4697 1693.851 6168.2720603943 -0.9303303 -0.3667228
318.9947 1653.257 6212.1010169983 -0.9131069 -0.4077201
338.3099 1613.585 6256.2245445252 -0.8910607 -0.4538842
362.7583 1567.341 6308.5343017578 -0.8816413 -0.4719203
385.6957 1525.059 6356.636592865 -0.8683876 -0.4958861
415.7805 1474.489 6415.4791679382 -0.8622235 -0.506528
440.6 1431.6 6465.0319671631 -0.8733301 -0.4871292
466.7 1383.2 6520.0208091736 -0.8700985 -0.4928782
496 1333.8 6577.4563331604 -0.8478998 -0.5301567
527.1 1286.6 6633.9811553955 -0.8159528 -0.5781186
559.2 1244.6 6686.8433570862 -0.7464278 -0.6654665
594.5 1211 6735.5778160095 -0.6618285 -0.7496552
630.9 1181.3 6782.5570526123 -0.5641783 -0.8256531
670.6 1159 6828.09141922 -0.4259061 -0.9047673
711.2 1143.5 6871.5495948792 -0.2637061 -0.9646032
753.2067 1136.417 6914.1492576599 -0.107399 -0.9942161
784.6001 1135.571 6945.554 -0.02359831 -0.9997216
